,cycle,id,transid,crpfilterid,recipcode,pacshort,crprecipname,expcode,amount,date,city,state,zip,cmtelid_ef,candid,type,descrip,pg,elecother,enttype,source
8125,2016,522155,BDD34378E6D21422E991,N00009778,RL,,,A30,73,11/29/2015,Cincinnati,OH,452021141,,,,food,P2016,,ORG,@new
8126,2016,522174,B36293B44BF5C44E3859,N00009778,RL,,,A40,107,01/15/2016,Revere,MA,021514062,,,,Lodging,P2016,,ORG,@auto
8127,2016,522199,BDE943C89DF1C4DB9B81,N00009778,RL,,,A40,381,01/18/2016,Atlanta,GA,303541989,,,,Airfare,P2016,,ORG,@auto
8128,2016,522217,BB7E1B8155E134BE9AFE,N00009778,RL,,,U10,294,01/19/2016,Washington,DC,202600004,,,,postage,P2016,,ORG,@auto
8129,2016,522301,B4CF9DF961B9D4489A6A,N00009778,RL,,,A40,122,12/29/2015,,LA,708091394,,,,Lodging,P2016,,ORG,@auto
8131,2016,522382,B4E83F4F8DF3245CAA99,N00009778,RL,,,A40,336,01/06/2016,Bethesda,MD,208171102,,,,Lodging,P2016,,ORG,@auto
8132,2016,522409,B5BBEF4C03A4E4557989,N00009778,RL,,,W10,1698,01/04/2016,Alexandria,VA,223141540,,,,salary,P2016,,ORG,@auto
8133,2016,522578,B802268FD21BE4AA9ABF,N00009778,RL,,,A40,308,01/10/2016,,TX,761552605,,,,Airfare,P2016,,ORG,@auto
8134,2016,522657,B6F593DDB087444279E8,N00009778,RL,,,A40,158,01/14/2016,,CA,900455672,,,,Lodging,P2016,,ORG,@auto
8138,2016,523241,BD63B585389E64C84929,N00035420,RI,,,A40,1213,10/23/2015,,OK,731203406,,,,Mileage,,,IND,@auto
8139,2016,523569,B359105A4BA4E4616B6A,N00035420,RI,,,W10,614,02/27/2015,Belleville,IL,622264910,,,,Salary,,,IND,@auto
8150,2016,524316,B397EB1EFB6D7466096A,N00009778,RL,,,W10,5956,02/29/2016,Columbus,OH,432091557,,,,salary,P2016,,ORG,@auto
8151,2016,524346,B1BA1538FAA4446BCADB,N00009778,RL,,,A40,703,02/19/2016,Bethesda,MD,208171102,,,,lodging,P2016,,ORG,@auto
8152,2016,524369,B1361BB23D3D34B819FB,N00009778,RL,,Doubletree,A40,79,02/22/2016,McLean,VA,221023388,,,,lodging,P2016,,ORG,@auto
8154,2016,524508,B6CF1714B95C040CB9D5,N00009778,RL,,,A40,1179,01/24/2016,Dallas,TX,752351908,,,,airfare,P2016,,ORG,@auto
8155,2016,524847,SB17-EX117,N00038845,RO,,,U10,8,04/20/2016,Charlottesville,VA,,,,,Postage,P2016,,ORG,@new
8158,2016,525183,VPE839YZCC8,N00000528,DO,,,A40,909,06/05/2015,Phoenix,AZ,850010433,,,,Travel,P2016,,ORG,@auto
8159,2016,525198,VPE839Y64E9,N00000528,DO,,,U10,1992,06/09/2015,Barre,VT,056415391,,,,Printing,P2016,,ORG,@new
8162,2016,525363,VPE839YZ600,N00000528,DO,,,A40,589,06/23/2015,Atlanta,GA,303541989,,,,Travel,P2016,,ORG,@auto
8177,2016,526212,VN7ZNA10671,N00035606,DN,,,W10,1300,03/30/2016,,MI,480701440,,,,Salary,P2016,,IND,@auto
8189,2016,526761,SB30BI22810,C00074450,RP,,,W10,220,11/13/2015,,WI,,,,,PAYROLL,,,IND,@auto
8190,2016,526813,SB30BI22821,C00074450,RP,,,W10,315,11/30/2015,FONTANA,WI,,,,,PAYROLL,,,IND,@auto
8192,2016,526953,VSFY59MY3P6,N00038681,DC,,,A40,123,03/31/2016,Lexington,KY,405021603,,,,mileage,P2016,,IND,@auto
8201,2016,527564,SB175602,N00038261,RO,,,A40,381,04/14/2016,Dallas,TX,,,,,Transportation,P2016,,ORG,@auto
8204,2016,527812,B-E-19707,N00031233,RI,,,W10,1103,04/04/2016,Lexington,KY,405882059,,,,Payroll,P2016,,IND,@auto
8209,2016,528161,VPEPS9ZCEK1,N00033591,DI,,,N10,150,08/05/2015,,CA,941151540,,,,Refund,P2016,,IND,@new
8212,2016,528366,VPEPSA0JC49,N00033591,DI,,,A70,278,12/04/2015,Glendale,CA,912012349,,,,Storage,P2016,,ORG,@new
8213,2016,528375,VPEPSA0J7F5,N00033591,DI,,,A40,85,11/12/2015,Chicago,IL,606011712,,,,Travel,P2016,,ORG,@auto
8214,2016,528444,VPEPSA1B8M3,N00033591,DI,,,A70,9092,02/02/2016,Encinitas,CA,920247904,,,,Rent,P2016,,ORG,@auto
8215,2016,528511,VPEPSA16FN8,N00033591,DI,,,W10,1855,01/14/2016,Coronado,CA,921183023,,,,Salary,P2016,,IND,@auto
8216,2016,528588,SB174190,N00002328,DN,,,A60,3000,09/28/2015,CHARLOTTE,NC,,,,,Accounting,,,IND,@auto
8218,2016,528689,SB30B9714,C00156810,RP,,,W10,1091,03/31/2016,,IN,471509006,,,,Payroll,,,IND,@auto
8219,2016,528849,SB235995,N00038339,DN,,,A70,121,04/27/2016,,CA,,C00588426,,,telephone,P2016,,ORG,@new
8221,2016,528963,D522205,N00027035,DI,,,A40,170,01/08/2016,,TX,,,,,Travel,P2016,,ORG,@auto
8224,2016,529085,D522304,N00027035,DI,,,A40,306,03/09/2016,Birmingham,AL,,,,,Lodging,P2016,,ORG,@auto
8225,2016,529097,D522349,N00027035,DI,,,R30,2000,01/25/2016,Laurel,MD,,C00272732,H2FL03056,,Contributions,P2016,,CCM,@new
8226,2016,529130,SB1725570,N00029404,RI,,,A40,30,03/30/2016,,NY,,C00552547,,,Gas,P2016,,ORG,@new
8233,2016,529508,SB1717088,N00001971,DI,,,A40,83,08/21/2015,Catonsville,MD,,,,,Fuel,P2016,,ORG,@new
8240,2016,529897,SB231457,N00033085,RI,,,W10,1500,02/19/2016,HOUSTON,TX,,,,,PAYROLL,,,IND,@auto
8241,2016,529962,SB231461,N00033085,RI,,,W10,1625,02/05/2016,HOUSTON,TX,,,,,PAYROLL,,,IND,@auto
8242,2016,529969,SB231450,N00033085,RI,,,W10,1475,02/19/2016,HOUSTON,TX,,,,,PAYROLL,,,IND,@auto
8243,2016,529986,SB231414,N00033085,RI,,,W10,1250,02/05/2016,HOUSTON,TX,,,,,PAYROLL,,,IND,@auto
8244,2016,529991,SB231474,N00033085,RI,,,W10,2000,02/05/2016,HOUSTON,TX,,,,,PAYROLL,,,IND,@auto
8246,2016,530085,SB231377,N00033085,RI,,,W10,750,02/19/2016,HOUSTON,TX,,,,,PAYROLL,,,IND,@auto
8247,2016,530094,SB23IND572,N00033085,RI,,,A40,236,02/10/2016,ATLANTA,GA,,,,,TRAVEL,,,ORG,@auto
8249,2016,530215,SB23UV34810,N00033085,RI,,,A40,801,02/03/2016,,TX,,,,,TRAVEL,,,ORG,@auto
8250,2016,530217,SB23UV34812,N00033085,RI,,,A40,1096,02/03/2016,,TX,,,,,TRAVEL,,,ORG,@auto
8251,2016,530274,SB23UV34522,N00033085,RI,,Chick-Fil-A,A30,291,02/03/2016,ATLANTA,GA,,,,,FOOD/BEVERAGE,,,ORG,@new
8252,2016,530282,SB23UV34814,N00033085,RI,,,A40,400,02/03/2016,ROCKVILLE,MD,,,,,TRAVEL,,,ORG,@auto
8253,2016,530392,SB23UV34737,N00033085,RI,,,A40,111,02/03/2016,COLUMBIA,SC,,,,,TRAVEL,,,ORG,@auto
8260,2016,530768,SB231352,N00033085,RI,,,M00,500000,02/26/2016,ALEXANDRIA,VA,,,,,MEDIA,,,ORG,@new
8265,2016,531068,BC0AD68824D9C4C50835,N00032416,RI,,,W10,1500,04/01/2016,Atlanta,GA,303412604,,,,salary,P2016,,IND,@auto
8267,2016,531218,30b-07-14836-30809,C00099267,DP,,,W10,1051,01/15/2016,Austin,TX,,,,,Payroll,,,IND,@auto
8268,2016,531313,30b-07-14451-30099,C00099267,DP,,,W10,2977,07/31/2015,,TX,,,,,Payroll,,,IND,@auto
8271,2016,531554,0195570,C00018929,RP,,,A40,2209,04/26/2016,,ND,,,,,Staff/Travel-Expense,P2016,,IND,@new
8279,2016,532210,21b-01-28062-37594,C00031054,DP,,,W10,4000,04/24/2015,Linden,MI,,,,,Salary,,,IND,@auto
8282,2016,532277,B843C790570E14A50B91,N00030788,RI,,,U20,2250,04/01/2016,Washington,DC,200031164,,,,Software,,,ORG,@new
8287,2016,532928,D450572,N00002577,DI,,,A40,581,04/08/2016,Cambridge,MA,021385707,,,,Travel/Lodging,P2016,,ORG,@auto
8289,2016,533080,D692718,C00019331,DP,,,W10,1375,12/31/2015,Wausau,WI,544036620,,,,Salary,,,IND,@auto
8290,2016,533110,VNTZ89SXF52,N00002674,DI,,,F00,1041,04/15/2016,Columbus,GA,319042219,,,,fundraising,P2016,,ORG,@new
8293,2016,533280,2015YEL2100322,C00003418,RP,,,F10,27072,12/09/2015,WASHINGTON,DC,,,,,TELEMARKETING,,,ORG,@new
8299,2016,533729,2015YEL21PA00146,C00003418,RP,,,W10,1769,12/15/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
8300,2016,533752,2015YEL21PA00169,C00003418,RP,,,W10,1586,12/15/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
8301,2016,533754,2015YEL21PA00171,C00003418,RP,,,W10,1731,12/15/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
8302,2016,533822,2015YEL21PA00239,C00003418,RP,,,W10,2081,12/31/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
8303,2016,533824,2015YEL21PA00241,C00003418,RP,,,W10,1107,12/31/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
8304,2016,533869,2015YEL21PA00286,C00003418,RP,,,W10,2950,12/31/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
8305,2016,533918,2015YEL21PA00335,C00003418,RP,,,W10,3165,12/31/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
8306,2016,533938,2015YEL21PA00355,C00003418,RP,,,W10,1169,12/31/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
8307,2016,533994,2015YEL21PA00411,C00003418,RP,,,W10,2761,12/31/2015,WASHINGTON,DC,,,,,PAYROLL,,,IND,@auto
8318,2016,535161,SB23I9172,N00037006,RL,,,W10,1504,10/15/2015,MIAMI,FL,,,,,PAYROLL,P2016,,IND,@auto
8319,2016,535251,SB23I9115,N00037006,RL,,,W10,1408,10/15/2015,MIAMI,FL,,,,,PAYROLL,P2016,,IND,@auto
8321,2016,535388,SB23I21946,N00037006,RL,,,A40,60,12/03/2015,DALLAS,TX,,,,,AIRFARE,P2016,,ORG,@auto
8324,2016,535552,SB23I9179,N00037006,RL,,,W10,3541,10/15/2015,MIAMI,FL,,,,,PAYROLL,P2016,,IND,@auto
8325,2016,535574,SB23I9798,N00037006,RL,,,W10,3032,11/30/2015,MIAMI,FL,,,,,PAYROLL,P2016,,IND,@auto
8326,2016,535615,SB23I23250,N00037006,RL,,Exxon,A40,51,10/05/2015,IRVING,TX,,,,,GAS,P2016,,ORG,@new
8328,2016,535676,SB23I23382,N00037006,RL,,,A70,150,12/02/2015,MIAMI,FL,,,,,UTILITIES,P2016,,ORG,@auto
8331,2016,535860,SB23I9346,N00037006,RL,,,W10,6457,10/31/2015,MIAMI,FL,,,,,PAYROLL,P2016,,IND,@auto
8332,2016,535870,SB23I9122,N00037006,RL,,,W10,1771,10/15/2015,MIAMI,FL,,,,,PAYROLL,P2016,,IND,@auto
8333,2016,535884,SB23I22755,N00037006,RL,,,U10,10,12/10/2015,DALLAS,TX,,,,,PRINTING,P2016,,ORG,@new
8336,2016,536035,SB23I10344,N00037006,RL,,,W10,1087,12/31/2015,MIAMI,FL,,,,,PAYROLL,P2016,,IND,@auto
8343,2016,536335,SB23I24167,N00037006,RL,,,A40,15,10/07/2015,ANKENY,IA,,,,,GAS,P2016,,ORG,@new
8345,2016,536462,SB23I20728,N00037006,RL,,,A40,17,10/29/2015,HOUSTON,TX,,,,,GAS,P2016,,ORG,@new
8354,2016,537141,SB23I23009,N00037006,RL,,,A40,200,11/09/2015,CHICAGO,IL,,,,,AIRFARE,P2016,,ORG,@auto
8360,2016,537461,SB23I20873,N00037006,RL,,,U10,12,10/01/2015,,FL,,,,,POSTAGE,P2016,,ORG,@new
8362,2016,537549,SB23I9603,N00037006,RL,,,W10,1162,11/13/2015,MIAMI,FL,,,,,PAYROLL,P2016,,IND,@auto
8366,2016,537903,SB23I9329,N00037006,RL,,,W10,1212,10/31/2015,MIAMI,FL,,,,,PAYROLL,P2016,,IND,@auto
8370,2016,538373,SB23I9187,N00037006,RL,,,W10,4873,10/15/2015,MIAMI,FL,,,,,PAYROLL,P2016,,IND,@auto
8374,2016,538476,SB23I23149,N00037006,RL,,,A40,125,11/30/2015,DALLAS,TX,,,,,AIRFARE,P2016,,ORG,@auto
8375,2016,538523,SB23I18434,N00037006,RL,,,F30,1660,10/02/2015,WASHINGTON,DC,,,,,CATERING,P2016,,ORG,@new
8376,2016,538536,SB23I18222,N00037006,RL,,,A40,218,10/02/2015,DALLAS,TX,,,,,AIRFARE,P2016,,ORG,@auto
8377,2016,538566,SB23I18366,N00037006,RL,,,A40,394,10/02/2015,DALLAS,TX,,,,,AIRFARE,P2016,,ORG,@auto
8378,2016,538718,SB23I18708,N00037006,RL,,,A40,289,10/02/2015,AVENTURA,FL,,,,,TRANSPORTATION,P2016,,ORG,@auto
8379,2016,538805,SB23I18719,N00037006,RL,,,A40,574,10/02/2015,ATLANTA,GA,,,,,AIRFARE,P2016,,ORG,@auto
8381,2016,538926,SB23I18414,N00037006,RL,,,A40,388,10/02/2015,,NY,,,,,AIRFARE,P2016,,ORG,@auto
8382,2016,538934,SB23I18510,N00037006,RL,,LexisNexis,S20,2000,10/02/2015,,FL,,,,,SUBSCRIPTION,P2016,,ORG,@new
8384,2016,539183,SB23I18764,N00037006,RL,,,A40,120,10/09/2015,DALLAS,TX,,,,,AIRFARE,P2016,,ORG,@auto
8385,2016,539224,SB23I18776,N00037006,RL,,,A40,9,10/09/2015,DALLAS,TX,,,,,TRAVEL,P2016,,ORG,@auto
8386,2016,539243,SB23I18855,N00037006,RL,,,A40,30,10/09/2015,DALLAS,TX,,,,,TRAVEL,P2016,,ORG,@auto
8387,2016,539263,SB23I18899,N00037006,RL,,,A40,9,10/09/2015,DALLAS,TX,,,,,TRAVEL,P2016,,ORG,@auto
8388,2016,539359,SB23I18818,N00037006,RL,,,A40,412,10/09/2015,MCLEAN,VA,,,,,LODGING,P2016,,ORG,@auto
8390,2016,539415,SB23I17738,N00037006,RL,,,A40,233,10/09/2015,MCLEAN,VA,,,,,LODGING,P2016,,ORG,@auto
8391,2016,539540,SB23I19098,N00037006,RL,,,A40,9,10/16/2015,DALLAS,TX,,,,,TRAVEL,P2016,,ORG,@auto
8392,2016,539547,SB23I19056,N00037006,RL,,,A40,133,10/16/2015,AVENTURA,FL,,,,,TRANSPORTATION,P2016,,ORG,@auto
8393,2016,539618,SB23I17824,N00037006,RL,,,A40,50,10/23/2015,DALLAS,TX,,,,,AIRFARE,P2016,,ORG,@auto
8394,2016,539633,SB23I17856,N00037006,RL,,,A40,-119,10/23/2015,LINCOLN,NH,,,,,CREDIT-LODGING,P2016,,ORG,@new
8395,2016,539634,SB23I17857,N00037006,RL,,,A40,-119,10/23/2015,LINCOLN,NH,,,,,CREDIT-LODGING,P2016,,ORG,@new
8396,2016,539710,SB23I19142,N00037006,RL,,,A40,9,10/23/2015,DALLAS,TX,,,,,TRAVEL,P2016,,ORG,@auto
8397,2016,539712,SB23I19144,N00037006,RL,,,A40,9,10/23/2015,DALLAS,TX,,,,,TRAVEL,P2016,,ORG,@auto
8398,2016,539748,SB23I19265,N00037006,RL,,,A40,9,10/23/2015,DALLAS,TX,,,,,TRAVEL,P2016,,ORG,@auto
8399,2016,539881,SB23I17864,N00037006,RL,,,A40,628,10/30/2015,DALLAS,TX,,,,,AIRFARE,P2016,,ORG,@auto
8400,2016,540011,SB23I19448,N00037006,RL,,,A40,9,10/30/2015,DALLAS,TX,,,,,TRAVEL,P2016,,ORG,@auto
8401,2016,540020,SB23I19457,N00037006,RL,,,A40,9,10/30/2015,DALLAS,TX,,,,,TRAVEL,P2016,,ORG,@auto
8402,2016,540221,SB23I19509,N00037006,RL,,,A40,9,11/06/2015,DALLAS,TX,,,,,TRAVEL,P2016,,ORG,@auto
8406,2016,540377,SB23I18025,N00037006,RL,,,A40,20,11/13/2015,,NH,,,,,LODGING,P2016,,ORG,@auto
8407,2016,540523,SB23I19839,N00037006,RL,,,A40,10,11/13/2015,BELLEVUE,WA,,,,,TRAVEL,P2016,,ORG,@auto
8408,2016,540605,SB23I18065,N00037006,RL,,,A40,95,11/20/2015,BETHESDA,MD,,,,,LODGING,P2016,,ORG,@auto
8409,2016,540653,SB23I20008,N00037006,RL,,,A40,9,11/20/2015,DALLAS,TX,,,,,TRAVEL,P2016,,ORG,@auto
8412,2016,540780,SB23I18104,N00037006,RL,,,A40,2953,11/25/2015,MCLEAN,VA,,,,,LODGING,P2016,,ORG,@auto
8413,2016,540787,SB23I18092,N00037006,RL,,,A40,202,11/25/2015,BETHESDA,MD,,,,,LODGING,P2016,,ORG,@auto
8414,2016,540797,SB23I20017,N00037006,RL,,,A40,425,11/25/2015,DALLAS,TX,,,,,AIRFARE,P2016,,ORG,@auto
8417,2016,540938,SB23I18132,N00037006,RL,,,A40,854,12/04/2015,ATLANTA,GA,,,,,LODGING,P2016,,ORG,@auto
8418,2016,541240,SB23I20449,N00037006,RL,,,A40,6,12/11/2015,BELLEVUE,WA,,,,,TRAVEL,P2016,,ORG,@auto
8419,2016,541295,SB23I20375,N00037006,RL,,,A40,354,12/11/2015,CHICAGO,IL,,,,,AIRFARE,P2016,,ORG,@auto
8421,2016,541440,SB23I20945,N00037006,RL,,,A40,23,10/02/2015,AKRON,OH,,,,,GAS,P2016,,ORG,@new
8423,2016,541544,SB23I21688,N00037006,RL,,,A40,38,10/02/2015,,CA,,,,,GAS,P2016,,ORG,@new
8425,2016,541603,SB23I21065,N00037006,RL,,,A40,110,10/02/2015,,FL,,,,,LODGING,P2016,,ORG,@auto
8426,2016,541641,SB23I21115,N00037006,RL,,,A40,617,10/02/2015,MCLEAN,VA,,,,,LODGING,P2016,,ORG,@auto
8427,2016,541739,SB23I21836,N00037006,RL,,Vistaprint,U10,47,10/16/2015,LEXINGTON,MA,,,,,PRINTING,P2016,,ORG,@new
8428,2016,541753,SB23I21179,N00037006,RL,,,U10,10,10/23/2015,DALLAS,TX,,,,,PRINTING,P2016,,ORG,@new
8430,2016,541974,SB23I21153,N00037006,RL,,CenturyLink,A70,149,11/20/2015,PHOENIX,AZ,,,,,UTILITIES,P2016,,ORG,@auto
8435,2016,542147,SB23I21559,N00037006,RL,,,U10,15,12/11/2015,DALLAS,TX,,,,,PRINTING,P2016,,ORG,@new
8440,2016,542364,SB23I9286,N00037006,RL,,,A40,3000,10/26/2015,FRANKLIN,TN,,,,,TRANSPORTATION,P2016,,ORG,@auto
8441,2016,542478,SB23I9573,N00037006,RL,,,U10,824,11/11/2015,MIAMI,FL,,,,,PRINTING,P2016,,ORG,@new
8442,2016,542500,SB23I10214,N00037006,RL,,,U10,37,12/22/2015,WASHINGTON,DC,,,,,POSTAGE,P2016,,ORG,@auto
8445,2016,542612,B008D311C173E43D2A47,N00028058,DL,,,W10,5000,10/01/2015,Callaway,VA,240673414,,,,Salary,P2016,,IND,@auto
8446,2016,542646,BC060CBEDBDAF4665AB2,N00028058,DL,,,W10,5000,11/02/2015,Callaway,VA,240673414,,,,Salary,P2016,,IND,@auto
8448,2016,542981,SB23I30295,N00037006,RL,,,A40,35,02/10/2016,DALLAS,TX,,,,,AIRFARE,P2016,,ORG,@auto
8449,2016,542994,SB23I30284,N00037006,RL,,,A40,39,02/10/2016,WASHINGTON,IA,,,,,TRAVEL,P2016,,ORG,@auto
8451,2016,543096,SB23I27650,N00037006,RL,,,W10,1026,02/12/2016,MIAMI,FL,,,,,PAYROLL,P2016,,IND,@auto
8455,2016,543341,SB23I29925,N00037006,RL,,,A40,25,02/12/2016,DALLAS,TX,,,,,TRAVEL,P2016,,ORG,@auto
8456,2016,543361,SB23I27702,N00037006,RL,,,W10,1428,02/12/2016,MIAMI,FL,,,,,PAYROLL,P2016,,IND,@auto
8457,2016,543403,SB23I28364,N00037006,RL,,,W10,2248,02/29/2016,MIAMI,FL,,,,,PAYROLL,P2016,,IND,@auto
8460,2016,543496,SB23I28353,N00037006,RL,,,W10,890,02/29/2016,MIAMI,FL,,,,,PAYROLL,P2016,,IND,@auto
8462,2016,543575,SB23I30214,N00037006,RL,,,A40,25,02/29/2016,ATLANTA,GA,,,,,AIRFARE,P2016,,ORG,@auto
8467,2016,543841,SB23I27753,N00037006,RL,,,W10,2179,02/12/2016,MIAMI,FL,,,,,PAYROLL,P2016,,IND,@auto
8468,2016,543883,SB23I30409,N00037006,RL,,,A40,139,02/29/2016,DALLAS,TX,,,,,TRAVEL,P2016,,ORG,@auto
8470,2016,544106,SB23I28822,N00037006,RL,,,A40,-146,02/12/2016,DALLAS,TX,,,,,CREDIT-AIRFARE,P2016,,ORG,@new
8471,2016,544149,SB23I28995,N00037006,RL,,,A40,130,02/12/2016,DALLAS,TX,,,,,AIRFARE,P2016,,ORG,@auto
8472,2016,544226,SB23I29342,N00037006,RL,,,A40,1050,02/12/2016,AVENTURA,FL,,,,,TRANSPORTATION,P2016,,ORG,@auto
8473,2016,544290,SB23I28784,N00037006,RL,,,A40,15,02/12/2016,BELLEVUE,WA,,,,,TRAVEL,P2016,,ORG,@auto
8474,2016,544293,SB23I28787,N00037006,RL,,,A40,6,02/12/2016,BELLEVUE,WA,,,,,TRAVEL,P2016,,ORG,@auto
8475,2016,544632,SB23I29232,N00037006,RL,,,A40,512,02/12/2016,TULSA,OK,,,,,TRAVEL,P2016,,ORG,@auto
8476,2016,544726,SB23I28650,N00037006,RL,,,A40,9,02/12/2016,DALLAS,TX,,,,,AIRFARE,P2016,,ORG,@auto
8477,2016,544739,SB23I28660,N00037006,RL,,,A40,109,02/12/2016,PHOENIX,AZ,,,,,LODGING,P2016,,ORG,@auto
8478,2016,544821,SB23I28616,N00037006,RL,,,A40,118,02/12/2016,ATLANTA,GA,,,,,AIRFARE,P2016,,ORG,@auto
8479,2016,544823,SB23I28634,N00037006,RL,,,A40,843,02/12/2016,ATLANTA,GA,,,,,AIRFARE,P2016,,ORG,@auto
8480,2016,545019,SB23I29660,N00037006,RL,,,A40,128,02/11/2016,ATLANTA,GA,,,,,LODGING,P2016,,ORG,@auto
8482,2016,545093,SB23I29691,N00037006,RL,,,A40,4,02/11/2016,TULSA,OK,,,,,TRAVEL,P2016,,ORG,@auto
8489,2016,545787,VPEBZA1HA94,N00009724,DI,,,W10,165,01/21/2016,,RI,029142909,,,,Payroll,P2016,,IND,@auto
8490,2016,545901,VPEBZA1H918,N00009724,DI,,,W10,80,02/18/2016,Arlington,VA,222025111,,,,Payroll,P2016,,IND,@auto
8492,2016,545939,VPEBZA1Q9W9,N00009724,DI,,,W10,159,03/17/2016,Coventry,RI,028168102,,,,Payroll,P2016,,IND,@auto
8496,2016,546147,VPEBZA0Y7M4,N00009724,DI,,,W10,43,10/22/2015,,RI,029044024,,,,Payroll,P2016,,IND,@auto
8497,2016,546155,VPEBZA0XYY4,N00009724,DI,,,W10,677,11/12/2015,,RI,028967519,,,,Payroll,P2016,,IND,@auto
8500,2016,546290,VPEBZA0XWT9,N00009724,DI,,,W10,178,10/08/2015,Coventry,RI,028168102,,,,Payroll,P2016,,IND,@auto
8502,2016,546477,BE0D2EEF0F9D34A13A13,N00028058,DL,,,W10,3000,02/02/2016,Fairport,NY,144508817,,,,Salary,P2016,,IND,@auto
8507,2016,546726,VQZK5A77707,C00167015,DP,,,W10,1156,03/14/2016,Ridgewood,NJ,074505028,,,,Wages,,,IND,@auto
8513,2016,546864,SB21B4388,C00033134,RP,,,W10,1312,01/13/2016,,CO,,,,,Payroll,,,IND,@auto
8520,2016,547204,VQZP0A759Q4,N00038601,DO,,,A40,349,01/11/2016,Washington,DC,200031909,,,,Lodging,P2016,,ORG,@auto
8522,2016,547263,VQZP0A764W1,N00038601,DO,,,W10,1013,03/02/2016,Salinas,CA,939063027,,,,Payroll,P2016,,IND,@auto
8524,2016,547362,SB175001,N00038449,RC,,,U10,49,02/17/2016,Salem,OR,,,,,Postage,P2016,,ORG,@auto
8525,2016,547454,VSFZ99NE8D4,C00155952,DP,,,W10,1227,04/29/2016,Miami,FL,331835017,,,,Salary,,,IND,@auto
8534,2016,548270,B6F13E5A2B37940EAA94,N00000684,RI,,,U10,13749,05/11/2016,Alexandria,VA,,,,,Mailer,P2016,,ORG,@new
8535,2016,548315,B0BFB0BCCDBD54DF5B4E,N00000684,RI,,,W10,1667,04/15/2016,Washington,DC,200013262,,,,Salary,P2016,,IND,@auto
8538,2016,548446,SB23CCUV10016,N00036973,RL,,,A40,-371,03/03/2016,,TX,,,,,CREDIT-TRAVEL,,,ORG,@new
8539,2016,548455,SB23CCUV10426,N00036973,RL,,,A40,371,03/03/2016,,TX,,,,,TRAVEL,,,ORG,@auto
8540,2016,548543,SB23CCUV10249,N00036973,RL,,,M00,1500,03/03/2016,COLUMBIA,SC,,,,,MEDIA,,,ORG,@new
8541,2016,548834,SB23CCUV10313,N00036973,RL,,,A30,9,03/03/2016,,NV,,,,,FOOD/BEVERAGE,,,ORG,@new
8542,2016,548912,SB23CCUV10123,N00036973,RL,,,A40,25,03/03/2016,HOUSTON,TX,,,,,TRAVEL,,,ORG,@auto
8543,2016,548981,SB23CCUV10325,N00036973,RL,,,A30,93,03/03/2016,NEWBERRY,SC,,,,,FOOD/BEVERAGE,,,ORG,@new
8544,2016,549180,SB231269,N00036973,RL,,,A40,4241,03/22/2016,,CA,,,,,TRAVEL,,,ORG,@auto
8552,2016,549562,B6CB67AE49AE5450A8F8,N00009778,RL,,,A40,140,04/17/2016,Columbus,OH,432155777,,,,lodging,P2016,,ORG,@auto
8555,2016,549619,B35D8EE1D875548E2A0F,N00009778,RL,,,U10,163,04/21/2016,Memphis,TN,381165070,,,,shipping,P2016,,ORG,@new
8558,2016,549732,B934064C5DB7D456F943,N00009778,RL,,,A40,173,03/31/2016,Chicago,IL,606064637,,,,lodging,P2016,,ORG,@auto
8559,2016,549798,B20506087765148B0A79,N00009778,RL,,,A40,635,04/06/2016,Atlanta,GA,303541989,,,,airfare,P2016,,ORG,@auto
8560,2016,549828,BDD54060CA7B441D69B0,N00009778,RL,,,A40,100,03/17/2016,,TX,761552605,,,,fee,P2016,,ORG,@new
8563,2016,549962,B4761870AA8314BF1AA0,N00009778,RL,,,W10,1366,04/15/2016,Columbus,OH,432061385,,,,salary,P2016,,ORG,@auto
8564,2016,549973,B37F0F36B4A7B4B7483B,N00009778,RL,,,W10,5956,04/15/2016,Columbus,OH,432091557,,,,salary,P2016,,ORG,@auto
8566,2016,550148,SB21B53420,C00578419,RP,,Uber,A40,93,01/20/2016,,CA,,,,,taxi,,,ORG,@new
8568,2016,550196,SB21B-290095,C00010603,DP,,,A40,187,04/05/2016,,NY,,,,,Travel,,,ORG,@auto
8569,2016,550217,SB21B-290104-50000,C00010603,DP,,,A40,34,04/05/2016,Washington,DC,,,,,Travel,,,ORG,@auto
8573,2016,550306,SB21B-290223,C00010603,DP,,,W10,2248,04/15/2016,Washington,DC,,,,,Salaries,,,IND,@auto
8574,2016,550317,SB21B-290234,C00010603,DP,,,W10,2167,04/15/2016,Washington,DC,,,,,Salaries,,,IND,@auto
8575,2016,550385,SB21B-290302,C00010603,DP,,,W10,1527,04/15/2016,Washington,DC,,,,,Salaries,,,IND,@auto
